,Year,Population,YearlyChange,Migrants(net),MedianAge,FertilityRate,UrbanPopulation,Yearly%Change,UrbanPop%,Country,Continent,LossFunctCheck
0,2020,38962923.56262779,857837.5623846054,-103357.72652053833,18.01410395394123,4.66632034216309,9909187.528829575,0.022016765785189192,25.432351124529593,Afghanistan,Asia,0.2790145190118917
1,2021,39899033.994565964,833705.4853906631,-124727.54237365723,18.243489968088397,4.432967979970272,10238151.261148453,0.02089538021156626,25.6601482194853,Afghanistan,Asia,0.2790145190118917
2,2022,40839638.650873184,806927.474477768,-147299.4853606224,18.48330924516631,4.190644505873934,10572781.627679825,0.019758438153088684,25.88852883362564,Afghanistan,Asia,0.2790145190118917
3,2023,41784737.53154755,777503.5296506882,-171073.5554804802,18.73356178516042,3.9393499198631616,10913078.628427505,0.01860735702991246,26.117379869116355,Afghanistan,Asia,0.2790145190118917
4,2024,42734330.63658714,745433.6509027481,-196049.75273418427,18.994247588077997,3.6790842219415936,11259042.26338768,0.01744343809294494,26.346597912424567,Afghanistan,Asia,0.2790145190118917
5,2025,43122823.719703436,1043706.3314097263,-70941.41797197051,17.952349546578745,4.538854080791424,10897531.521846652,0.0242031073427328,25.270913594805744,Afghanistan,Asia,0.43815909062991926
6,2030,47474988.12901926,1116381.2621599324,-89952.46496290248,18.33693322341304,4.027600989282746,12128295.808326483,0.023515145683154794,25.546706352756342,Afghanistan,Asia,0.43815909062991926
7,2035,51827152.53833485,1189056.1929101385,-108963.51195383351,18.721516900247337,3.5163478977740965,13359060.094806254,0.022942726634086884,25.776179937581936,Afghanistan,Asia,0.43815909062991926
8,2040,56179316.94765067,1261731.1236603446,-127974.55894476548,19.106100577081634,3.005094806265447,14589824.381286085,0.02245899722910583,25.970099271376434,Afghanistan,Asia,0.43815909062991926
9,2050,64883645.76628208,1407080.9851607569,-165996.65292662848,19.875267930750226,1.982588623248148,17051352.954245687,0.02168621951715252,26.279893419778702,Afghanistan,Asia,0.43815909062991926
10,2020,2861107.091501951,5690.701656222343,-4872.263393878937,36.54717993671602,1.6707333951871988,1835723.7715973854,0.001988985897495708,64.16130934245156,Albania,Europe,0.1316509147023483
11,2021,2851583.99885875,10634.286122560501,394.28976798057556,37.054287614088935,1.6817216021463537,1870180.02510643,0.0037292557844399864,65.58390094259563,Albania,Europe,0.1316509147023483
12,2022,2842307.456082821,15972.388353347778,5957.140872836113,37.56577413740979,1.6967474756002048,1905441.9345374107,0.005619514637364539,67.0385580722302,Albania,Europe,0.1316509147023483
13,2023,2833277.4631742835,21705.008349061012,11816.289920210838,38.081639506678584,1.715811015541476,1941509.4998915195,0.0076607422432759704,68.5252159425408,Albania,Europe,0.1316509147023483
14,2024,2824494.0201330185,27832.146109700203,17971.736910820007,38.60188372189168,1.7389122219756246,1978382.721167326,0.009853852021393007,70.04379216473451,Albania,Europe,0.1316509147023483
